Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,pickup_time,Order_Month,Distance,Time_taken (min),Time_pickup_(Min),Order_Day
29.566910587697237,4.8,Fog,Low,3,Snack,motorcycle,1.0,No,Metropolitian,,4,4721.67,23.0,9.98,2.0
37.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,9.12,29.0,10.0,30.0
35.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,,3,1.55,25.0,15.0,19.0
33.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,,3,4.66,31.0,15.0,3.0
21.0,4.6,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,,3,6.13,22.0,10.0,7.0
22.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Urban,,2,16.48,42.0,10.0,16.0
29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,,2,19.34,13.0,10.0,14.0
31.0,4.9,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,3,1.51,19.0,10.0,28.0
35.0,4.5,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,,2,1.47,27.0,10.0,11.0
22.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,,3,13.77,33.0,5.0,27.0
20.0,4.8,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,,4,9.22,22.0,15.0,1.0
36.0,4.9,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,,3,6.21,40.0,10.0,26.0
33.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,2,4.48,21.0,10.0,13.0
26.0,4.9,Sandstorms,High,2,Meal,scooter,1.0,No,Metropolitian,,3,6.15,19.0,10.0,15.0
35.0,4.6,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,,3,17.3,29.0,10.0,16.0
29.566910587697237,4.8,Cloudy,High,2,Buffet,scooter,1.0,No,Urban,,2,1.47,22.0,9.98,13.0
24.0,3.3,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,,3,10.43,42.0,10.0,23.0
22.0,4.6,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,,3,2.98,16.0,10.0,26.0
39.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,2,10.59,37.0,15.0,14.0
30.0,4.5,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,,3,7.45,26.0,15.0,28.0
22.0,4.5,Cloudy,Low,2,Meal,scooter,0.0,No,Urban,,4,3.06,10.0,5.0,3.0
38.0,4.6,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,,3,4.59,29.0,5.0,28.0
36.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,,2,3.12,10.0,15.0,13.0
22.0,4.8,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,,3,3.15,17.0,5.0,21.0
23.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,,3,17.1,29.0,5.0,6.0
37.0,4.6,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Urban,,4,19.36,25.0,9.98,6.0
24.0,4.5,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,,2,1.56,13.0,10.0,17.0
35.0,4.9,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,1.55,40.0,15.0,30.0
21.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,12.44,30.0,15.0,23.0
20.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,,3,7.86,15.0,15.0,15.0
37.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,,3,1.52,11.0,15.0,1.0
38.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,,4,9.19,30.0,15.0,3.0
26.0,4.6,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,,3,9.19,15.0,10.0,21.0
37.0,4.7,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,,3,4.54,22.0,5.0,7.0
38.0,4.0,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,,3,6.29,35.0,5.0,3.0
36.0,4.6,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,,3,9.06,16.0,9.98,17.0
38.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,,3,19.69,40.0,9.98,23.0
37.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,,4,16.64,30.0,15.0,2.0
37.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,,3,1.53,29.0,15.0,19.0
37.0,4.6,Windy,High,0,Meal,motorcycle,3.0,No,Metropolitian,,4,1.49,49.0,9.98,1.0
20.0,5.0,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,,3,19.88,21.0,5.0,12.0
22.0,4.3,Sunny,High,0,Buffet,motorcycle,2.0,No,Metropolitian,,2,6.29,54.0,9.98,13.0
29.0,4.6,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,,3,9.18,13.0,10.0,21.0
32.0,4.7,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,,3,9.33,30.0,15.0,24.0
25.0,4.8,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,6.21,23.0,10.0,26.0
33.0,4.0,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,,4,19.91,40.0,10.0,2.0
25.0,4.5,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,,3,3.04,13.0,5.0,19.0
37.0,4.7,Sunny,High,2,Snack,scooter,0.0,No,Urban,,2,3.03,22.0,15.0,13.0
28.0,4.8,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,,3,10.91,19.0,15.0,16.0
27.0,5.0,Fog,Medium,1,Drinks,scooter,2.0,No,Metropolitian,,3,10.59,36.0,15.0,8.0
21.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,,3,13.79,46.0,9.98,4.0
24.0,4.3,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Urban,,3,10.72,32.0,15.0,18.0
23.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,12.29,34.0,10.0,31.0
23.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,,3,13.68,35.0,15.0,23.0
33.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,,3,3.15,18.0,10.0,17.0
24.0,4.5,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,13.41,24.0,5.0,6.0
30.0,4.5,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,,2,12.35,16.0,10.0,18.0
38.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,,3,6.23,30.0,5.0,1.0
33.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,6.22,29.0,5.0,24.0
31.0,4.9,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,,3,9.31,19.0,10.0,17.0
26.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,,3,3.1,17.0,15.0,28.0
29.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,,3,20.44,18.0,15.0,12.0
29.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,,3,12.42,19.0,5.0,20.0
23.0,4.5,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,,3,7.76,18.0,15.0,7.0
21.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,13.97,32.0,9.98,25.0
36.0,4.2,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,6.12,32.0,5.0,5.0
36.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,2,7.86,18.0,10.0,17.0
35.0,4.6,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,,3,1.55,20.0,9.98,24.0
37.0,4.8,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,,3,9.06,34.0,10.0,28.0
29.0,4.6,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,,4,13.68,24.0,15.0,6.0
33.0,4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,,3,9.44,29.0,15.0,5.0
34.0,3.5,Fog,Low,2,Snack,scooter,2.0,No,Metropolitian,,3,16.39,38.0,5.0,29.0
28.0,4.9,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,,3,1.56,13.0,15.0,13.0
24.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Urban,,4,1.55,16.0,9.98,5.0
26.0,5.0,Sunny,Jam,2,Buffet,scooter,0.0,No,Urban,,3,12.46,13.0,15.0,2.0
24.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,,2,7.46,15.0,15.0,13.0
39.0,4.7,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,,3,9.07,16.0,10.0,1.0
37.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,,3,19.76,37.0,10.0,25.0
34.0,4.5,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,,3,9.22,18.0,15.0,19.0
31.0,4.3,Cloudy,Low,0,Meal,motorcycle,2.0,Yes,Metropolitian,,3,19.66,41.0,9.98,23.0
38.0,4.6,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Urban,,3,6.29,24.0,5.0,30.0
30.0,4.9,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,10.43,28.0,10.0,16.0
36.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,10.64,30.0,10.0,8.0
29.566910587697237,4.8,Fog,Low,3,Snack,scooter,1.0,No,Metropolitian,,2,16967.97,34.0,9.98,14.0
21.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,,4,6.23,25.0,15.0,5.0
24.0,4.9,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,,3,7.45,26.0,5.0,3.0
39.0,4.7,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,,2,19.63,29.0,5.0,12.0
32.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,,4,13.97,54.0,10.0,6.0
26.0,4.8,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,,3,12.58,16.0,15.0,2.0
29.0,4.5,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,,2,1.56,11.0,10.0,11.0
29.566910587697237,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Urban,,3,4131.82,22.0,9.98,1.0
36.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,7.79,23.0,10.0,1.0
36.0,4.2,Windy,High,0,Meal,motorcycle,2.0,No,Metropolitian,,2,6.29,40.0,15.0,15.0
39.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,3,4.66,34.0,10.0,15.0
29.0,4.6,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,,3,10.71,26.0,5.0,6.0
29.0,4.2,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,,3,16.82,44.0,5.0,16.0
36.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,,3,10.88,35.0,15.0,8.0
34.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,,3,7.65,25.0,15.0,24.0
24.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,,3,7.76,11.0,10.0,1.0
29.566910587697237,4.8,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,,2,6.18,24.0,9.98,11.0
26.0,4.5,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,,3,10.73,23.0,5.0,6.0
21.0,4.9,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,,4,4.66,18.0,15.0,3.0
27.0,4.9,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,,3,3.12,12.0,15.0,19.0
37.0,4.9,Sandstorms,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,,2,1.51,27.0,5.0,15.0
26.0,4.8,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,3,16.9,25.0,10.0,25.0
39.0,4.1,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,12.42,38.0,5.0,12.0
39.0,4.6,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,2,12.58,27.0,10.0,16.0
29.0,4.6,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,,3,6.21,28.0,5.0,24.0
37.0,4.7,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,,3,19.69,19.0,15.0,25.0
31.0,4.1,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,9.09,34.0,10.0,17.0
39.0,4.4,Fog,Jam,1,Drinks,motorcycle,1.0,Yes,Metropolitian,,3,12.42,45.0,5.0,23.0
37.0,4.3,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,,3,9.08,32.0,9.98,30.0
23.0,4.7,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,,4,7.79,29.0,15.0,1.0
24.0,4.8,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,,4,14.02,37.0,10.0,4.0
26.0,4.7,Windy,Jam,2,Snack,scooter,0.0,No,Urban,,2,12.58,18.0,9.98,18.0
28.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Urban,,2,1.51,20.0,15.0,11.0
23.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,,3,13.99,36.0,5.0,8.0
39.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,,4,4.66,35.0,5.0,1.0
39.0,4.5,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,,3,13.61,34.0,5.0,10.0
35.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,4,8.94,35.0,5.0,3.0
30.0,4.3,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,,4,9.12,36.0,10.0,3.0
31.0,5.0,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,9.22,34.0,9.98,17.0
29.0,4.8,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,,2,13.22,14.0,10.0,12.0
30.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,,3,7.45,21.0,9.98,7.0
28.0,4.6,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,,3,4.53,26.0,5.0,5.0
27.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,,3,12.44,19.0,5.0,8.0
35.0,4.8,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,,3,7.76,25.0,10.0,28.0
29.566910587697237,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,,3,20.25,30.0,15.0,29.0
34.0,4.9,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,,3,12.25,44.0,9.98,20.0
24.0,4.5,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,,3,4.66,12.0,10.0,17.0
30.0,4.9,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,,4,9.33,28.0,5.0,3.0
25.0,4.8,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,4,3.02,17.0,5.0,3.0
38.0,5.0,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,,3,20.25,39.0,9.98,12.0
31.0,3.6,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,,3,17.3,37.0,5.0,14.0
21.0,4.6,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,,3,6.13,19.0,9.98,26.0
24.0,4.5,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,,3,10.71,20.0,15.0,23.0
36.0,4.7,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,,3,4.59,16.0,10.0,5.0
33.0,3.8,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,,4,10.87,35.0,9.98,2.0
37.0,4.2,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,,3,17.08,31.0,15.0,12.0
30.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,20.21,33.0,10.0,10.0
38.0,5.0,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,,3,20.18,25.0,5.0,16.0
21.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,,3,4.53,17.0,5.0,17.0
28.0,4.6,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,,3,12.16,32.0,5.0,20.0
20.0,4.2,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,,3,20.18,31.0,5.0,27.0
22.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,,2,11.01,18.0,15.0,14.0
22.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,10.91,32.0,10.0,14.0
30.0,4.2,Cloudy,Medium,2,Meal,motorcycle,0.0,Yes,Urban,,3,13.68,39.0,5.0,20.0
28.0,4.6,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,,3,7.86,34.0,15.0,17.0
29.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,,3,3.12,15.0,15.0,17.0
30.0,4.8,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,,3,4.59,33.0,9.98,13.0
24.0,4.9,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,,3,12.42,11.0,9.98,4.0
20.0,4.8,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,2,10.42,23.0,5.0,12.0
24.0,4.8,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,,3,16.72,24.0,5.0,31.0
21.0,4.7,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,,3,20.85,20.0,15.0,2.0
39.0,4.9,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,4,17.14,29.0,5.0,2.0
31.0,4.7,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,,3,9.08,27.0,9.98,3.0
28.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Urban,,3,11.01,42.0,10.0,31.0
39.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,8.94,35.0,15.0,30.0
29.0,4.5,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,,3,13.83,24.0,15.0,29.0
23.0,5.0,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,,2,8.79,25.0,10.0,17.0
20.0,4.9,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,,3,17.14,14.0,5.0,27.0
25.0,4.6,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,,3,9.12,29.0,9.98,11.0
35.0,4.6,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,,3,17.08,29.0,15.0,29.0
28.0,4.9,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,,2,2.94,12.0,15.0,11.0
39.0,4.5,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,,3,1.49,24.0,15.0,26.0
23.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,,3,19.92,14.0,15.0,18.0
27.0,4.8,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,,4,7.86,29.0,5.0,1.0
37.0,4.8,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,,3,12.23,28.0,9.98,25.0
34.0,5.0,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,,3,9.19,15.0,9.98,15.0
27.0,4.4,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,,3,7.6,54.0,10.0,7.0
27.0,4.5,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,7.45,18.0,15.0,1.0
26.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,,3,3.04,19.0,9.98,26.0
20.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,,2,19.09,15.0,15.0,14.0
21.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,,3,13.97,24.0,10.0,23.0
35.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,4.6,33.0,15.0,15.0
29.566910587697237,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,4,12.26,25.0,9.98,6.0
38.0,4.8,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,,3,9.18,21.0,15.0,30.0
29.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,8.94,32.0,5.0,24.0
37.0,4.6,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,3,1.56,15.0,9.98,1.0
34.0,4.9,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,4,1.51,28.0,5.0,1.0
22.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,,3,16.72,14.0,5.0,8.0
39.0,4.7,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,,3,6.08,27.0,15.0,30.0
39.0,4.1,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Urban,,3,12.43,35.0,5.0,14.0
20.0,4.7,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,,3,4.54,24.0,15.0,5.0
37.0,4.6,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,,3,20.18,44.0,10.0,12.0
30.0,4.1,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,,3,6.29,34.0,10.0,21.0
39.0,4.8,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,,3,7.77,29.0,5.0,9.0
26.0,4.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,,3,12.1,16.0,10.0,16.0
35.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,12.43,44.0,10.0,20.0
27.0,2.5,Sunny,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,,2,11.01,44.0,9.98,14.0
35.0,4.7,Sandstorms,High,2,Drinks,scooter,0.0,No,Urban,,3,6.21,25.0,15.0,9.0
25.0,4.5,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,,3,9.33,22.0,5.0,3.0
35.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,,4,13.97,16.0,10.0,2.0
24.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,,3,8.94,13.0,15.0,9.0
35.0,4.8,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,,4,1.55,27.0,9.98,3.0
30.0,4.9,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,,4,12.42,25.0,10.0,4.0
22.0,4.6,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,16.9,34.0,15.0,29.0
26.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Urban,,3,6.12,16.0,10.0,30.0
32.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,,4,13.79,21.0,5.0,4.0
36.0,4.1,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,,3,13.68,38.0,10.0,6.0
24.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,,3,6.04,24.0,9.98,13.0
37.0,4.9,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,10.76,36.0,15.0,8.0
22.0,4.6,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,,3,9.07,15.0,9.98,21.0
27.0,4.7,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,,3,6.22,25.0,5.0,21.0
20.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,10.72,25.0,10.0,6.0
34.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,,3,1.53,25.0,15.0,5.0
21.0,4.9,Sunny,High,2,Buffet,motorcycle,1.0,No,Urban,,3,1.56,18.0,5.0,17.0
38.0,5.0,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,,3,1.51,20.0,10.0,1.0
33.0,4.6,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,,4,3.04,22.0,5.0,1.0
36.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,9.35,29.0,10.0,17.0
38.0,4.1,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,,2,13.9,40.0,15.0,14.0
27.0,4.6,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,,4,4.53,12.0,15.0,3.0
37.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,,3,12.46,37.0,15.0,16.0
23.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,,3,11.92,13.0,5.0,6.0
26.0,4.9,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,,3,13.61,20.0,5.0,18.0
21.0,5.0,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Urban,,2,10.68,17.0,9.98,14.0
26.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,3,7.45,20.0,15.0,30.0
29.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,,3,9.18,16.0,15.0,17.0
39.0,4.9,Cloudy,Medium,2,Drinks,electric_scooter,2.0,No,Metropolitian,,2,13.62,41.0,9.98,14.0
35.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Urban,,3,3.04,16.0,5.0,11.0
28.0,3.4,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,13.97,33.0,15.0,18.0
33.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,2,7.8,27.0,10.0,11.0
37.0,4.3,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,,3,12.42,34.0,15.0,4.0
30.0,4.3,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,,4,16.72,39.0,9.98,4.0
38.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,,3,10.91,46.0,15.0,12.0
27.0,5.0,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,,3,4.59,29.0,9.98,3.0
28.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,,4,3.12,31.0,5.0,5.0
32.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,4.66,27.0,9.98,15.0
35.0,4.9,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,2,1.57,25.0,9.98,17.0
23.0,4.9,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,,2,4.46,12.0,5.0,13.0
